0,1426
1,1426
2,1426
3,1426
4,1426
5,1426
6,1426
7,1426
8,1426
9,1426
10,1426
11,1426
12,1426
13,1426
14,1426
15,1426
16,1426
17,1426
18,1426
19,1426
20,1426
21,1426
22,1426
23,1426
24,1426
25,1426
26,1426
27,1426
28,1426
29,1426
30,1426
31,1426
32,1426
33,1426
34,1426
35,1426
36,1426
37,1426
38,1426
39,1426
40,1426
41,1426
42,1426
43,1426
44,1426
45,1426
46,1426
47,1426
48,1426
49,1426
50,1426
51,1426
52,1426
53,1426
54,1426
55,1426
56,1426
57,1426
58,1426
59,1426
60,1426
61,1426
62,1426
63,1426
64,1426
65,1426
66,1426
67,1426
68,1426
69,1426
70,1426
71,1426
72,1426
73,1426
74,1426
75,1426
76,1426
77,1426
78,1426
79,1426
80,1426
81,1426
82,1426
83,1426
84,1426
85,1426
86,1426
87,1426
88,1426
89,1426
90,1426
91,1426
92,1426
93,1426
94,1426
95,1426
96,1426
97,1426
98,1426
99,1426
100,1426
101,1426
102,1426
103,1426
104,1426
105,1426
106,1426
107,1426
108,1426
109,1426
110,1426
111,1426
112,1426
113,1426
114,1426
115,1426
116,1426
117,1426
118,1426
119,1426
120,1426
121,1426
122,1426
123,1426
124,1426
125,1426
126,1426
127,1426
128,1426
129,1426
130,1426
131,1426
132,1426
133,1426
134,1426
135,1426
136,1426
137,1426
138,1426
139,1426
140,1426
141,1426
142,1426
143,1426
144,1426
145,1426
146,1426
147,1426
148,1426
149,1426
150,1426
151,1426
152,1426
153,1426
154,1426
155,1426
156,1426
157,1426
158,1426
159,1426
160,1426
161,1426
162,1426
163,1426
164,1426
165,1426
166,1426
167,1426
168,1426
169,1426
170,1426
171,1426
172,1426
173,1426
174,1426
175,1426
176,1426
177,1426
178,1426
179,1426
180,1426
181,1426
182,1426
183,1426
184,1426
185,1426
186,1426
187,1426
188,1426
189,1426
190,1426
191,1426
192,1426
193,1426
194,1426
195,1426
196,1426
197,1426
198,1426
199,1426
200,1426
201,1426
202,1426
203,1426
204,1426
205,1426
206,1426
207,1426
208,1426
209,1426
210,1426
211,1426
212,1426
213,1426
214,1426
215,1426
216,1426
217,1426
218,1426
219,1426
220,1426
221,1426
222,1426
223,1426
224,1426
225,1426
226,1426
227,1426
228,1426
229,1426
230,1426
231,1426
232,1426
233,1426
234,1426
235,1426
236,1426
237,1426
238,1426
239,1426
240,1426
241,1426
242,1426
243,1426
244,1426
245,1426
246,1426
247,1426
248,1426
249,1426
250,1426
251,1426
252,1426
253,1426
254,1426
255,1426
256,1426
257,1426
258,1426
259,1426
260,1426
261,1426
262,1426
263,1426
264,1426
265,1426
266,1426
267,1426
268,1426
269,1426
270,1426
271,1426
272,1426
273,1426
274,1426
275,1426
276,1426
277,1426
278,1426
279,1426
280,1426
281,1426
282,1426
283,1426
284,1426
285,1426
286,1426
287,1426
288,1426
289,1426
290,1426
291,1426
292,1426
293,1426
294,1426
295,1426
296,1426
297,1426
298,1426
299,1426
300,1426
301,1426
302,1426
303,1426
304,1426
305,1426
306,1426
307,1426
308,1426
309,1426
310,1426
311,1426
312,1426
313,1426
314,1426
315,1426
316,1426
317,1426
318,1426
319,1426
320,1426
321,1426
322,1426
323,1426
324,1426
325,1426
326,1426
327,1426
328,1426
329,1426
330,1426
331,1426
332,1426
333,1426
334,1426
335,1426
336,1426
337,1426
338,1426
339,1426
340,1426
341,1426
342,1426
343,1426
344,1426
345,1426
346,1426
347,1426
348,1426
349,1426
350,1426
351,1426
352,1426
353,1426
354,1426
355,1426
356,1426
357,1426
358,1426
359,1426
360,1426
361,1426
362,1426
363,1426
364,1426
365,1426
366,1426
367,1426
368,1426
369,1426
370,1426
371,1426
372,1426
373,1426
374,1426
375,1426
376,1426
377,1426
378,1426
379,1426
380,1426
381,1426
382,1426
383,1426
384,1426
385,1426
386,1426
387,1426
388,1426
389,1426
390,1426
391,1426
392,1426
393,1426
394,1426
395,1426
396,1426
397,1426
398,1426
399,1426
400,1426
401,1426
402,1426
403,1426
404,1426
405,1426
406,1426
407,1426
408,1426
409,1426
410,1426
411,1426
412,1426
413,1426
414,1426
415,1426
416,1426
417,1426
418,1426
419,1426
420,1426
421,1426
422,1426
423,1426
424,1426
425,1426
426,1426
427,1426
428,1426
429,1426
430,1426
431,1426
432,1426
433,1426
434,1426
435,1426
436,1426
437,1426
438,1426
439,1426
440,1426
441,1426
442,1426
443,1426
444,1426
445,1426
446,1426
447,1426
448,1426
449,1426
450,1426
451,1426
452,1426
453,1426
454,1426
455,1426
456,1426
457,1426
458,1426
459,1426
460,1426
461,1426
462,1426
463,1426
464,1426
465,1426
466,1426
467,1426
468,1426
469,1426
470,1426
471,1426
472,1426
473,1426
474,1426
475,1426
